,公司代码,公司名称,年份,募投项目是否延期
771,000799,ST酒鬼,2014,0
772,000800,一汽轿车,2014,0
773,000800,一汽轿车,2014,0
774,000801,四川九洲,2014,0
775,000801,四川九洲,2014,0
776,000802,北京文化,2014,0
777,000802,北京文化,2014,0
778,000803,金宇车城,2014,0
779,000803,金宇车城,2014,0
780,000806,银河投资,2014,0
781,000806,银河投资,2014,0
782,000807,云铝股份,2014,0
783,000807,云铝股份,2014,0
784,000809,铁岭新城,2014,0
785,000809,铁岭新城,2014,0
786,000810,创维数字,2014,0
787,000810,创维数字,2014,0
788,000811,烟台冰轮,2014,0
789,000811,烟台冰轮,2014,0
790,000812,陕西金叶,2014,0
791,000812,陕西金叶,2014,0
792,000813,天山纺织,2014,0
793,000813,天山纺织,2014,0
794,000815,美利纸业,2014,0
795,000815,美利纸业,2014,0
796,000816,江淮动力,2014,0
797,000816,江淮动力,2014,0
798,000818,方大化工,2014,0
799,000818,方大化工,2014,0
800,000819,岳阳兴长,2014,0
801,000819,岳阳兴长,2014,0
802,000820,金城股份,2014,0
803,000820,金城股份,2014,0
804,000821,京山轻机,2014,0
805,000821,京山轻机,2014,0
806,000822,ST海化,2014,0
807,000822,ST海化,2014,0
808,000823,超声电子,2014,0
809,000823,超声电子,2014,0
810,000825,太钢不锈,2014,0
811,000825,太钢不锈,2014,0
812,000826,桑德环境,2014,0
813,000826,桑德环境,2014,0
814,000828,东莞控股,2014,0
815,000828,东莞控股,2014,0
816,000829,天音控股,2014,0
817,000829,天音控股,2014,0
818,000830,鲁西化工,2014,0
819,000830,鲁西化工,2014,0
820,000831,五矿稀土,2014,0
821,000831,五矿稀土,2014,0
822,000833,贵糖股份,2014,0
823,000833,贵糖股份,2014,0
824,000835,长城动漫,2014,0
825,000835,长城动漫,2014,0
826,000836,鑫茂科技,2014,0
827,000836,鑫茂科技,2014,0
828,000837,秦川机床,2014,0
829,000837,秦川机床,2014,0
830,000839,中信国安,2014,0
831,000839,中信国安,2014,0
832,000848,承德露露,2014,0
833,000848,承德露露,2014,0
834,000850,华茂股份,2014,0
835,000850,华茂股份,2014,0
836,000851,高鸿股份,2014,0
837,000851,高鸿股份,2014,0
838,000852,江钻股份,2014,0
839,000852,江钻股份,2014,0
840,000856,冀东装备,2014,0
841,000856,冀东装备,2014,0
842,000858,五粮液,2014,0
843,000858,五粮液,2014,0
844,000859,国风塑业,2014,0
845,000859,国风塑业,2014,0
846,000860,顺鑫农业,2014,0
847,000860,顺鑫农业,2014,0
848,000861,海印股份,2014,0
849,000861,海印股份,2014,0
850,000862,银星能源,2014,0
851,000862,银星能源,2014,0
852,000868,安凯客车,2014,0
853,000868,安凯客车,2014,0
854,000869,张裕Ａ,2014,0
855,000869,张裕Ａ,2014,0
856,000875,吉电股份,2014,0
857,000875,吉电股份,2014,0
858,000876,新希望,2014,0
