"授权公告号","申请号","法律状态公告日","法律状态","法律状态信息"
"205843241U","201620803606.3","2016.12.28","授权","授权"
"205837294U","201620803629.4","2016.12.28","授权","授权"
"205846494U","201620803633.0","2016.12.28","授权","授权"
"205845537U","201620803636.4","2016.12.28","授权","授权"
"205846495U","201620803638.3","2016.12.28","授权","授权"
"205836678U","201620803654.2","2016.12.28","授权","授权"
"205845559U","201620803657.6","2016.12.28","授权","授权"
"205845544U","201620803660.8","2016.12.28","授权","授权"
"205839714U","201620803690.9","2016.12.28","授权","授权"
"205838317U","201620803715.5","2016.12.28","授权","授权"
"205841613U","201620803721.0","2016.12.28","授权","授权"
"205837193U","201620803727.8","2016.12.28","授权","授权"
"205837755U","201620803734.8","2016.12.28","授权","授权"
"205831377U","201620803743.7","2016.12.28","授权","授权"
"205847279U","201620803762.X","2016.12.28","授权","授权"
"205843357U","201620803859.0","2016.12.28","授权","授权"
"205838027U","201620803862.2","2016.12.28","授权","授权"
"205838195U","201620803866.0","2016.12.28","授权","授权"
"205843592U","201620803877.9","2016.12.28","授权","授权"
"205834122U","201620803880.0","2016.12.28","授权","授权"
"205838143U","201620803911.2","2016.12.28","授权","授权"
"205836929U","201620803946.6","2016.12.28","授权","授权"
"205840424U","201620803951.7","2016.12.28","授权","授权"
"205846440U","201620803952.1","2016.12.28","授权","授权"
"205842514U","201620803980.3","2016.12.28","授权","授权"
"205838692U","201620803987.5","2016.12.28","授权","授权"
"205844021U","201620803989.4","2016.12.28","授权","授权"
"205835413U","201620804007.3","2016.12.28","授权","授权"
"205836699U","201620804018.1","2016.12.28","授权","授权"
"205838751U","201620804021.3","2016.12.28","授权","授权"
"205840408U","201620804055.2","2016.12.28","授权","授权"
"205844360U","201620804066.0","2016.12.28","授权","授权"
"205845176U","201620804093.8","2016.12.28","授权","授权"
"205833750U","201620804105.7","2016.12.28","授权","授权"
"205834837U","201620804123.5","2016.12.28","授权","授权"
"205843723U","201620804141.3","2016.12.28","授权","授权"
"205847179U","201620804163.X","2016.12.28","授权","授权"
"205833928U","201620804165.9","2016.12.28","授权","授权"
"205839536U","201620804202.6","2016.12.28","授权","授权"
"205842386U","201620804203.0","2016.12.28","授权","授权"
"205836980U","201620804264.7","2016.12.28","授权","授权"
"205842560U","201620804271.7","2016.12.28","授权","授权"
"205830526U","201620804313.7","2016.12.28","授权","授权"
"205832880U","201620804324.5","2016.12.28","授权","授权"
"205843464U","201620804329.8","2016.12.28","授权","授权"
"205838324U","201620804335.3","2016.12.28","授权","授权"
"205840528U","201620804352.7","2016.12.28","授权","授权"
"205846285U","201620804358.4","2016.12.28","授权","授权"
"205834001U","201620804362.0","2016.12.28","授权","授权"
"205835123U","201620804402.1","2016.12.28","授权","授权"
"205831160U","201620804408.9","2016.12.28","授权","授权"
"205834763U","201620804413.X","2016.12.28","授权","授权"
"205840020U","201620804433.7","2016.12.28","授权","授权"
"205840706U","201620804438.X","2016.12.28","授权","授权"
"205840022U","201620804439.4","2016.12.28","授权","授权"
"205837851U","201620804440.7","2016.12.28","授权","授权"
"205841751U","201620804449.8","2016.12.28","授权","授权"
"205833188U","201620804510.9","2016.12.28","授权","授权"
"205835712U","201620804535.9","2016.12.28","授权","授权"
"205833690U","201620804553.7","2016.12.28","授权","授权"
"205847783U","201620804554.1","2016.12.28","授权","授权"
"205837973U","201620804567.9","2016.12.28","授权","授权"
"205844599U","201620804571.5","2016.12.28","授权","授权"
"205837241U","201620804581.9","2016.12.28","授权","授权"
"205842141U","201620804582.3","2016.12.28","授权","授权"
"205833013U","201620804583.8","2016.12.28","授权","授权"
"205842865U","201620804585.7","2016.12.28","授权","授权"
"205835241U","201620804629.6","2016.12.28","授权","授权"
"205839722U","201620804670.3","2016.12.28","授权","授权"
"205836167U","201620804707.2","2016.12.28","授权","授权"
"205835079U","201620804715.7","2016.12.28","授权","授权"
"205839380U","201620804725.0","2016.12.28","授权","授权"
"205844584U","201620804729.9","2016.12.28","授权","授权"
"205842107U","201620804731.6","2016.12.28","授权","授权"
"205833278U","201620804732.0","2016.12.28","授权","授权"
"205834349U","201620804733.5","2016.12.28","授权","授权"
"205842118U","201620804734.X","2016.12.28","授权","授权"
"205840590U","201620804746.2","2016.12.28","授权","授权"
"205843617U","201620804798.X","2016.12.28","授权","授权"
"205835537U","201620804806.0","2016.12.28","授权","授权"
"205842779U","201620804807.5","2016.12.28","授权","授权"
"205843002U","201620804813.0","2016.12.28","授权","授权"
"205838014U","201620804825.3","2016.12.28","授权","授权"
"205835025U","201620804864.3","2016.12.28","授权","授权"
"205845255U","201620804867.7","2016.12.28","授权","授权"
"205842442U","201620804880.2","2016.12.28","授权","授权"
"205835254U","201620804894.4","2016.12.28","授权","授权"
"205844071U","201620804899.7","2016.12.28","授权","授权"
"205835306U","201620804902.5","2016.12.28","授权","授权"
"205836571U","201620804908.2","2016.12.28","授权","授权"
"205844072U","201620804910.X","2016.12.28","授权","授权"
"205832433U","201620804925.6","2016.12.28","授权","授权"
"205830268U","201620804929.4","2016.12.28","授权","授权"
"205842703U","201620804930.7","2016.12.28","授权","授权"
"205842537U","201620804931.1","2016.12.28","授权","授权"
"205842541U","201620804932.6","2016.12.28","授权","授权"
"205842387U","201620804933.0","2016.12.28","授权","授权"
"205842414U","201620804946.8","2016.12.28","授权","授权"
"205842552U","201620804947.2","2016.12.28","授权","授权"
"205835517U","201620804951.9","2016.12.28","授权","授权"
"205843921U","201620804952.3","2016.12.28","授权","授权"
"205835494U","201620804953.8","2016.12.28","授权","授权"
"205847030U","201620804954.2","2016.12.28","授权","授权"
"205842769U","201620804961.2","2016.12.28","授权","授权"
"205831267U","201620804962.7","2016.12.28","授权","授权"
"205830527U","201620804964.6","2016.12.28","授权","授权"
"205841287U","201620804986.2","2016.12.28","授权","授权"
"205833328U","201620804989.6","2016.12.28","授权","授权"
"205834630U","201620804992.8","2016.12.28","授权","授权"
"205838826U","201620805007.5","2016.12.28","授权","授权"
"205841540U","201620805030.4","2016.12.28","授权","授权"
"205842629U","201620805043.1","2016.12.28","授权","授权"
"205841541U","201620805052.0","2016.12.28","授权","授权"
"205833329U","201620805053.5","2016.12.28","授权","授权"
"205837042U","201620805078.5","2016.12.28","授权","授权"
"205845475U","201620805084.0","2016.12.28","授权","授权"
"205841542U","201620805086.X","2016.12.28","授权","授权"
"205841399U","201620805097.8","2016.12.28","授权","授权"
"205842718U","201620805103.X","2016.12.28","授权","授权"
"205839715U","201620805126.0","2016.12.28","授权","授权"
"205838015U","201620805193.2","2016.12.28","授权","授权"
"205838016U","201620805210.2","2016.12.28","授权","授权"
"205844073U","201620805237.1","2016.12.28","授权","授权"
"205843431U","201620805238.6","2016.12.28","授权","授权"
"205836328U","201620805252.6","2016.12.28","授权","授权"
"205833010U","201620805263.4","2016.12.28","授权","授权"
"205840175U","201620805303.5","2016.12.28","授权","授权"
"205830545U","201620805337.4","2016.12.28","授权","授权"
"205830546U","201620805338.9","2016.12.28","授权","授权"
"205841713U","201620805346.3","2016.12.28","授权","授权"
"205830281U","201620805369.4","2016.12.28","授权","授权"
"205846220U","201620805379.8","2016.12.28","授权","授权"
"205831122U","201620805385.3","2016.12.28","授权","授权"
"205833105U","201620805403.8","2016.12.28","授权","授权"
"205830547U","201620805442.8","2016.12.28","授权","授权"
"205830548U","201620805444.7","2016.12.28","授权","授权"
"205846428U","201620805502.6","2016.12.28","授权","授权"
"205843618U","201620805508.3","2016.12.28","授权","授权"
"205843265U","201620805509.8","2016.12.28","授权","授权"
"205842317U","201620805532.7","2016.12.28","授权","授权"
"205839199U","201620805569.X","2016.12.28","授权","授权"
"205835404U","201620805611.8","2016.12.28","授权","授权"
"205839768U","201620805650.8","2016.12.28","授权","授权"
"205833257U","201620805664.X","2016.12.28","授权","授权"
"205841558U","201620805692.1","2016.12.28","授权","授权"
"205831409U","201620805702.1","2016.12.28","授权","授权"
"205843993U","201620805704.0","2016.12.28","授权","授权"
"205837822U","201620805710.6","2016.12.28","授权","授权"
"205837267U","201620805718.2","2016.12.28","授权","授权"
"205847804U","201620805720.X","2016.12.28","授权","授权"
"205836325U","201620805723.3","2016.12.28","授权","授权"
"205838580U","201620805724.8","2016.12.28","授权","授权"
"205839541U","201620805725.2","2016.12.28","授权","授权"
"205845479U","201620805742.6","2016.12.28","授权","授权"
"205833852U","201620805753.4","2016.12.28","授权","授权"
"205845586U","201620805754.9","2016.12.28","授权","授权"
"205845587U","201620805755.3","2016.12.28","授权","授权"
"205835416U","201620805783.5","2016.12.28","授权","授权"
"205833279U","201620805785.4","2016.12.28","授权","授权"
"205846201U","201620805799.6","2016.12.28","授权","授权"
"205838623U","201620805809.6","2016.12.28","授权","授权"
"205844074U","201620805812.8","2016.12.28","授权","授权"
"205845185U","201620805818.5","2016.12.28","授权","授权"
"205838898U","201620805826.X","2016.12.28","授权","授权"
"205839516U","201620805827.4","2016.12.28","授权","授权"
"205836326U","201620805842.9","2016.12.28","授权","授权"
"205837829U","201620805852.2","2016.12.28","授权","授权"
"205841271U","201620805867.9","2016.12.28","授权","授权"
"205835877U","201620805870.0","2016.12.28","授权","授权"
"205833893U","201620805878.7","2016.12.28","授权","授权"
"205842044U","201620805883.8","2016.12.28","授权","授权"
"205840109U","201620805884.2","2016.12.28","授权","授权"
"205840440U","201620805889.5","2016.12.28","授权","授权"
"205831100U","201620805905.0","2016.12.28","授权","授权"
"205844505U","201620805952.5","2016.12.28","授权","授权"
"205833691U","201620805958.2","2016.12.28","授权","授权"
"205836723U","201620805970.3","2016.12.28","授权","授权"
"205844652U","201620805974.1","2016.12.28","授权","授权"
"205842443U","201620806003.9","2016.12.28","授权","授权"
"205830459U","201620806005.8","2016.12.28","授权","授权"
"205837284U","201620806021.7","2016.12.28","授权","授权"
"205845480U","201620806025.5","2016.12.28","授权","授权"
"205845872U","201620806038.2","2016.12.28","授权","授权"
"205835391U","201620806039.7","2016.12.28","授权","授权"
"205832536U","201620806046.7","2016.12.28","授权","授权"
"205844831U","201620806073.4","2016.12.28","授权","授权"
"205844616U","201620806075.3","2016.12.28","授权","授权"
"205840957U","201620806102.7","2016.12.28","授权","授权"
"205844942U","201620806111.6","2016.12.28","授权","授权"
"205840364U","201620806112.0","2016.12.28","授权","授权"
"205841454U","201620806138.5","2016.12.28","授权","授权"
"205840365U","201620806143.6","2016.12.28","授权","授权"
"205841817U","201620806145.5","2016.12.28","授权","授权"
"205840772U","201620806164.8","2016.12.28","授权","授权"
"205846264U","201620806183.0","2016.12.28","授权","授权"
"205842087U","201620806199.1","2016.12.28","授权","授权"
"205833618U","201620806233.5","2016.12.28","授权","授权"
"205844343U","201620806235.4","2016.12.28","授权","授权"
"205846167U","201620806241.X","2016.12.28","授权","授权"
"205835239U","201620806249.6","2016.12.28","授权","授权"
"205847784U","201620806263.6","2016.12.28","授权","授权"
"205838325U","201620806281.4","2016.12.28","授权","授权"
"205843571U","201620806314.5","2016.12.28","授权","授权"
"205834033U","201620806319.8","2016.12.28","授权","授权"
"205839340U","201620806320.0","2016.12.28","授权","授权"
"205840814U","201620806326.8","2016.12.28","授权","授权"
"205836724U","201620806341.2","2016.12.28","授权","授权"
"205831273U","201620806359.2","2016.12.28","授权","授权"
"205836309U","201620806366.2","2016.12.28","授权","授权"
"205842388U","201620806367.7","2016.12.28","授权","授权"
"205830789U","201620806372.8","2016.12.28","授权","授权"
"205833433U","201620806379.X","2016.12.28","授权","授权"
"205836179U","201620806411.4","2016.12.28","授权","授权"
"205841538U","201620806415.2","2016.12.28","授权","授权"
"205840932U","201620806433.0","2016.12.28","授权","授权"
"205846142U","201620806460.8","2016.12.28","授权","授权"
"205839267U","201620806477.3","2016.12.28","授权","授权"
"205847400U","201620806498.5","2016.12.28","授权","授权"
"205842505U","201620806510.2","2016.12.28","授权","授权"
"205838842U","201620806512.1","2016.12.28","授权","授权"
"205842506U","201620806519.3","2016.12.28","授权","授权"
