"授权公告号","申请号","法律状态公告日","法律状态","法律状态信息"
"205840442U","201620796163.X","2016.12.28","授权","授权"
"205844455U","201620796175.2","2016.12.28","授权","授权"
"205844470U","201620796188.X","2016.12.28","授权","授权"
"205840444U","201620796189.4","2016.12.28","授权","授权"
"205830879U","201620796293.3","2016.12.28","授权","授权"
"205841956U","201620796298.6","2016.12.28","授权","授权"
"205840169U","201620796320.7","2016.12.28","授权","授权"
"205835058U","201620796362.0","2016.12.28","授权","授权"
"205840705U","201620796415.9","2016.12.28","授权","授权"
"205834934U","201620796422.9","2016.12.28","授权","授权"
"205834928U","201620796423.3","2016.12.28","授权","授权"
"205842969U","201620796428.6","2016.12.28","授权","授权"
"205836206U","201620796463.8","2016.12.28","授权","授权"
"205836287U","201620796533.X","2016.12.28","授权","授权"
"205836411U","201620796534.4","2016.12.28","授权","授权"
"205833384U","201620796539.7","2016.12.28","授权","授权"
"205836602U","201620796544.8","2016.12.28","授权","授权"
"205836656U","201620796583.8","2016.12.28","授权","授权"
"205838520U","201620796594.6","2016.12.28","授权","授权"
"205831158U","201620796595.0","2016.12.28","授权","授权"
"205836597U","201620796602.7","2016.12.28","授权","授权"
"205838515U","201620796610.1","2016.12.28","授权","授权"
"205832822U","201620796685.X","2016.12.28","授权","授权"
"205836642U","201620796716.1","2016.12.28","授权","授权"
"205835510U","201620796723.1","2016.12.28","授权","授权"
"205839900U","201620796727.X","2016.12.28","授权","授权"
"205842128U","201620796774.4","2016.12.28","授权","授权"
"205832636U","201620796778.2","2016.12.28","授权","授权"
"205844598U","201620796780.X","2016.12.28","授权","授权"
"205836953U","201620796793.7","2016.12.28","授权","授权"
"205834472U","201620796795.6","2016.12.28","授权","授权"
"205833466U","201620796805.6","2016.12.28","授权","授权"
"205841852U","201620796808.X","2016.12.28","授权","授权"
"205840934U","201620796814.5","2016.12.28","授权","授权"
"205844897U","201620796822.X","2016.12.28","授权","授权"
"205832795U","201620796833.8","2016.12.28","授权","授权"
"205844005U","201620796869.6","2016.12.28","授权","授权"
"205833136U","201620796871.3","2016.12.28","授权","授权"
"205832662U","201620796889.3","2016.12.28","授权","授权"
"205840470U","201620796911.4","2016.12.28","授权","授权"
"205845329U","201620796950.4","2016.12.28","授权","授权"
"205842783U","201620796953.8","2016.12.28","授权","授权"
"205839468U","201620796976.9","2016.12.28","授权","授权"
"205843115U","201620796979.2","2016.12.28","授权","授权"
"205845254U","201620796984.3","2016.12.28","授权","授权"
"205839767U","201620796997.0","2016.12.28","授权","授权"
"205835981U","201620797006.0","2016.12.28","授权","授权"
"205837474U","201620797020.0","2016.12.28","授权","授权"
"205840780U","201620797048.4","2016.12.28","授权","授权"
"205843574U","201620797063.9","2016.12.28","授权","授权"
"205840866U","201620797067.7","2016.12.28","授权","授权"
"205833482U","201620797072.8","2016.12.28","授权","授权"
"205844038U","201620797097.8","2016.12.28","授权","授权"
"205844019U","201620797103.X","2016.12.28","授权","授权"
"205835742U","201620797113.3","2016.12.28","授权","授权"
"205836967U","201620797120.3","2016.12.28","授权","授权"
"205836540U","201620797126.0","2016.12.28","授权","授权"
"205839749U","201620797128.X","2016.12.28","授权","授权"
"205845664U","201620797162.7","2016.12.28","授权","授权"
"205838440U","201620797176.9","2016.12.28","授权","授权"
"205839045U","201620797182.4","2016.12.28","授权","授权"
"205832677U","201620797194.7","2016.12.28","授权","授权"
"205836033U","201620797220.6","2016.12.28","授权","授权"
"205837373U","201620797222.5","2016.12.28","授权","授权"
"205843146U","201620797223.X","2016.12.28","授权","授权"
"205832664U","201620797224.4","2016.12.28","授权","授权"
"205843249U","201620797231.4","2016.12.28","授权","授权"
"205847300U","201620797299.2","2016.12.28","授权","授权"
"205847293U","201620797313.9","2016.12.28","授权","授权"
"205846871U","201620797314.3","2016.12.28","授权","授权"
"205836569U","201620797319.6","2016.12.28","授权","授权"
"205846725U","201620797320.9","2016.12.28","授权","授权"
"205832661U","201620797322.8","2016.12.28","授权","授权"
"205833390U","201620797330.2","2016.12.28","授权","授权"
"205833620U","201620797333.6","2016.12.28","授权","授权"
"205836040U","201620797347.8","2016.12.28","授权","授权"
"205841364U","201620797352.9","2016.12.28","授权","授权"
"205836817U","201620797371.1","2016.12.28","授权","授权"
"205836392U","201620797382.X","2016.12.28","授权","授权"
"205836394U","201620797383.4","2016.12.28","授权","授权"
"205833770U","201620797387.2","2016.12.28","授权","授权"
"205840950U","201620797388.7","2016.12.28","授权","授权"
"205843258U","201620797446.6","2016.12.28","授权","授权"
"205837919U","201620797473.3","2016.12.28","授权","授权"
"205830778U","201620797488.X","2016.12.28","授权","授权"
"205842894U","201620797497.9","2016.12.28","授权","授权"
"205830647U","201620797505.X","2016.12.28","授权","授权"
"205837374U","201620797507.9","2016.12.28","授权","授权"
"205835072U","201620797529.5","2016.12.28","授权","授权"
"205845432U","201620797544.X","2016.12.28","授权","授权"
"205844674U","201620797577.4","2016.12.28","授权","授权"
"205837989U","201620797599.0","2016.12.28","授权","授权"
"205837951U","201620797600.X","2016.12.28","授权","授权"
"205836537U","201620797615.6","2016.12.28","授权","授权"
"205832493U","201620797676.2","2016.12.28","授权","授权"
"205842353U","201620797681.3","2016.12.28","授权","授权"
"205832535U","201620797690.2","2016.12.28","授权","授权"
"205843663U","201620797708.9","2016.12.28","授权","授权"
"205835585U","201620797710.6","2016.12.28","授权","授权"
"205835586U","201620797711.0","2016.12.28","授权","授权"
"205840375U","201620797763.8","2016.12.28","授权","授权"
"205839018U","201620797780.1","2016.12.28","授权","授权"
"205845404U","201620797792.4","2016.12.28","授权","授权"
"205839462U","201620797826.X","2016.12.28","授权","授权"
"205837317U","201620797843.3","2016.12.28","授权","授权"
"205839492U","201620797844.8","2016.12.28","授权","授权"
"205843622U","201620797858.X","2016.12.28","授权","授权"
"205844574U","201620797862.6","2016.12.28","授权","授权"
"205837114U","201620797865.X","2016.12.28","授权","授权"
"205837502U","201620797866.4","2016.12.28","授权","授权"
"205835100U","201620797875.3","2016.12.28","授权","授权"
"205835305U","201620797907.X","2016.12.28","授权","授权"
"205843747U","201620797942.1","2016.12.28","授权","授权"
"205843012U","201620797952.5","2016.12.28","授权","授权"
"205837572U","201620797954.4","2016.12.28","授权","授权"
"205843013U","201620797972.2","2016.12.28","授权","授权"
"205837024U","201620797998.7","2016.12.28","授权","授权"
"205838772U","201620798001.X","2016.12.28","授权","授权"
"205836356U","201620798027.4","2016.12.28","授权","授权"
"205845805U","201620798046.7","2016.12.28","授权","授权"
"205834064U","201620798081.9","2016.12.28","授权","授权"
"205838981U","201620798159.7","2016.12.28","授权","授权"
"205837704U","201620798194.9","2016.12.28","授权","授权"
"205837586U","201620798204.9","2016.12.28","授权","授权"
"205838521U","201620798231.6","2016.12.28","授权","授权"
"205836060U","201620798236.9","2016.12.28","授权","授权"
"205836066U","201620798240.5","2016.12.28","授权","授权"
"205844572U","201620798246.2","2016.12.28","授权","授权"
"205839023U","201620798257.0","2016.12.28","授权","授权"
"205841913U","201620798261.7","2016.12.28","授权","授权"
"205833888U","201620798264.0","2016.12.28","授权","授权"
"205840133U","201620798281.4","2016.12.28","授权","授权"
"205839941U","201620798346.5","2016.12.28","授权","授权"
"205847704U","201620798347.X","2016.12.28","授权","授权"
"205839091U","201620798366.2","2016.12.28","授权","授权"
"205835612U","201620798383.6","2016.12.28","授权","授权"
"205838334U","201620798392.5","2016.12.28","授权","授权"
"205837899U","201620798398.2","2016.12.28","授权","授权"
"205839835U","201620798411.4","2016.12.28","授权","授权"
"205842587U","201620798414.8","2016.12.28","授权","授权"
"205846186U","201620798431.1","2016.12.28","授权","授权"
"205842130U","201620798449.1","2016.12.28","授权","授权"
"205833876U","201620798450.4","2016.12.28","授权","授权"
"205843504U","201620798458.0","2016.12.28","授权","授权"
"205833110U","201620798483.9","2016.12.28","授权","授权"
"205833101U","201620798484.3","2016.12.28","授权","授权"
"205834654U","201620798485.8","2016.12.28","授权","授权"
"205837850U","201620798508.5","2016.12.28","授权","授权"
"205844331U","201620798512.1","2016.12.28","授权","授权"
"205843570U","201620798521.0","2016.12.28","授权","授权"
"205843917U","201620798534.8","2016.12.28","授权","授权"
"205830430U","201620798554.5","2016.12.28","授权","授权"
"205830447U","201620798562.X","2016.12.28","授权","授权"
"205830431U","201620798565.3","2016.12.28","授权","授权"
"205843155U","201620798572.3","2016.12.28","授权","授权"
"205838518U","201620798591.6","2016.12.28","授权","授权"
"205837900U","201620798603.5","2016.12.28","授权","授权"
"205841858U","201620798630.2","2016.12.28","授权","授权"
"205836140U","201620798632.1","2016.12.28","授权","授权"
"205830880U","201620798641.0","2016.12.28","授权","授权"
"205836070U","201620798646.3","2016.12.28","授权","授权"
"205844330U","201620798685.3","2016.12.28","授权","授权"
"205830881U","201620798710.8","2016.12.28","授权","授权"
"205830696U","201620798716.5","2016.12.28","授权","授权"
"205845526U","201620798725.4","2016.12.28","授权","授权"
"205834201U","201620798760.6","2016.12.28","授权","授权"
"205834202U","201620798807.9","2016.12.28","授权","授权"
"205833749U","201620798870.2","2016.12.28","授权","授权"
"205833102U","201620798871.7","2016.12.28","授权","授权"
"205836087U","201620798896.7","2016.12.28","授权","授权"
"205833104U","201620798897.1","2016.12.28","授权","授权"
"205835040U","201620798905.2","2016.12.28","授权","授权"
"205838013U","201620798919.4","2016.12.28","授权","授权"
"205836331U","201620798925.X","2016.12.28","授权","授权"
"205840132U","201620798939.1","2016.12.28","授权","授权"
"205835697U","201620798956.5","2016.12.28","授权","授权"
"205838833U","201620798959.9","2016.12.28","授权","授权"
"205834568U","201620798973.9","2016.12.28","授权","授权"
"205834582U","201620798974.3","2016.12.28","授权","授权"
"205834706U","201620798976.2","2016.12.28","授权","授权"
"205840587U","201620798978.1","2016.12.28","授权","授权"
"205833111U","201620798979.6","2016.12.28","授权","授权"
"205844249U","201620799008.3","2016.12.28","授权","授权"
"205838005U","201620799013.4","2016.12.28","授权","授权"
"205835628U","201620799023.8","2016.12.28","授权","授权"
"205835041U","201620799025.7","2016.12.28","授权","授权"
"205837587U","201620799034.6","2016.12.28","授权","授权"
"205831239U","201620799046.9","2016.12.28","授权","授权"
"205836887U","201620799066.6","2016.12.28","授权","授权"
"205837563U","201620799081.0","2016.12.28","授权","授权"
"205844122U","201620799095.2","2016.12.28","授权","授权"
"205841180U","201620799097.1","2016.12.28","授权","授权"
"205844966U","201620799108.6","2016.12.28","授权","授权"
"205839490U","201620799112.2","2016.12.28","授权","授权"
"205837588U","201620799125.X","2016.12.28","授权","授权"
"205836138U","201620799132.X","2016.12.28","授权","授权"
"205839132U","201620799137.2","2016.12.28","授权","授权"
"205839491U","201620799139.1","2016.12.28","授权","授权"
"205833929U","201620799153.1","2016.12.28","授权","授权"
"205833998U","201620799154.6","2016.12.28","授权","授权"
"205833999U","201620799155.0","2016.12.28","授权","授权"
"205833217U","201620799182.8","2016.12.28","授权","授权"
"205847747U","201620799199.3","2016.12.28","授权","授权"
"205835226U","201620799207.4","2016.12.28","授权","授权"
"205847748U","201620799212.5","2016.12.28","授权","授权"
"205840376U","201620799227.1","2016.12.28","授权","授权"
"205843818U","201620799239.4","2016.12.28","授权","授权"
"205837676U","201620799250.0","2016.12.28","授权","授权"
"205839092U","201620799252.X","2016.12.28","授权","授权"
"205846523U","201620799263.8","2016.12.28","授权","授权"
"205841403U","201620799267.6","2016.12.28","授权","授权"
"205837290U","201620799277.X","2016.12.28","授权","授权"
"205836183U","201620799280.1","2016.12.28","授权","授权"
"205837106U","201620799306.2","2016.12.28","授权","授权"
"205839093U","201620799307.7","2016.12.28","授权","授权"
"205834569U","201620799316.6","2016.12.28","授权","授权"
"205834570U","201620799318.5","2016.12.28","授权","授权"
"205834000U","201620799319.X","2016.12.28","授权","授权"
"205834571U","201620799320.2","2016.12.28","授权","授权"
"205837087U","201620799353.7","2016.12.28","授权","授权"
"205835043U","201620799354.1","2016.12.28","授权","授权"
"205830958U","201620799413.5","2016.12.28","授权","授权"
"205841496U","201620799427.7","2016.12.28","授权","授权"
"205833912U","201620799446.X","2016.12.28","授权","授权"
"205834460U","201620799448.9","2016.12.28","授权","授权"
"205843896U","201620799449.3","2016.12.28","授权","授权"
"205837990U","201620799461.4","2016.12.28","授权","授权"
"205835515U","201620799484.5","2016.12.28","授权","授权"
"205841107U","201620799490.0","2016.12.28","授权","授权"
"205845224U","201620799491.5","2016.12.28","授权","授权"
"205847236U","201620799502.X","2016.12.28","授权","授权"
"205843665U","201620799525.0","2016.12.28","授权","授权"
"205834992U","201620799534.X","2016.12.28","授权","授权"
"205841728U","201620799536.9","2016.12.28","授权","授权"
"205832686U","201620799547.7","2016.12.28","授权","授权"
"205836004U","201620799553.2","2016.12.28","授权","授权"
"205833137U","201620799560.2","2016.12.28","授权","授权"
"205843236U","201620799570.6","2016.12.28","授权","授权"
"205843367U","201620799595.6","2016.12.28","授权","授权"
"205839591U","201620799625.3","2016.12.28","授权","授权"
"205832709U","201620799627.2","2016.12.28","授权","授权"
"205837749U","201620799663.9","2016.12.28","授权","授权"
"205843254U","201620799664.3","2016.12.28","授权","授权"
"205837608U","201620799700.6","2016.12.28","授权","授权"
"205836041U","201620799719.0","2016.12.28","授权","授权"
"205837866U","201620799727.5","2016.12.28","授权","授权"
"205837789U","201620799728.X","2016.12.28","授权","授权"
"205844261U","201620799736.4","2016.12.28","授权","授权"
"205844830U","201620799738.3","2016.12.28","授权","授权"
"205831269U","201620799755.7","2016.12.28","授权","授权"
"205844642U","201620799790.9","2016.12.28","授权","授权"
"205835002U","201620799793.2","2016.12.28","授权","授权"
"205836872U","201620799820.6","2016.12.28","授权","授权"
"205837330U","201620799823.X","2016.12.28","授权","授权"
"205836079U","201620799827.8","2016.12.28","授权","授权"
"205834996U","201620799880.8","2016.12.28","授权","授权"
"205846829U","201620799950.X","2016.12.28","授权","授权"
"205837697U","201620799956.7","2016.12.28","授权","授权"
"205844234U","201620799968.X","2016.12.28","授权","授权"
"205840427U","201620799994.2","2016.12.28","授权","授权"
"205838006U","201620800060.6","2016.12.28","授权","授权"
"205847633U","201620800064.4","2016.12.28","授权","授权"
"205834807U","201620800082.2","2016.12.28","授权","授权"
"205845501U","201620800092.6","2016.12.28","授权","授权"
"205839094U","201620800110.0","2016.12.28","授权","授权"
"205847737U","201620800119.1","2016.12.28","授权","授权"
"205837291U","201620800129.5","2016.12.28","授权","授权"
"205837266U","201620800132.7","2016.12.28","授权","授权"
"205843693U","201620800140.1","2016.12.28","授权","授权"
"205841775U","201620800151.X","2016.12.28","授权","授权"
"205835101U","201620800165.1","2016.12.28","授权","授权"
"205844008U","201620800166.6","2016.12.28","授权","授权"
"205843655U","201620800168.5","2016.12.28","授权","授权"
"205844266U","201620800186.3","2016.12.28","授权","授权"
"205834339U","201620800190.X","2016.12.28","授权","授权"
"205843656U","201620800192.9","2016.12.28","授权","授权"
"205839558U","201620800198.6","2016.12.28","授权","授权"
"205843505U","201620800215.6","2016.12.28","授权","授权"
"205844556U","201620800216.0","2016.12.28","授权","授权"
"205836691U","201620800226.4","2016.12.28","授权","授权"
"205838573U","201620800230.0","2016.12.28","授权","授权"
"205839912U","201620800244.2","2016.12.28","授权","授权"
"205842734U","201620800246.1","2016.12.28","授权","授权"
"205835159U","201620800284.7","2016.12.28","授权","授权"
"205835506U","201620800304.0","2016.12.28","授权","授权"
"205835438U","201620800340.7","2016.12.28","授权","授权"
"205837366U","201620800365.7","2016.12.28","授权","授权"
"205833236U","201620800416.6","2016.12.28","授权","授权"
"205836552U","201620800441.4","2016.12.28","授权","授权"
"205839882U","201620800458.X","2016.12.28","授权","授权"
"205846858U","201620800460.7","2016.12.28","授权","授权"
"205844395U","201620800491.2","2016.12.28","授权","授权"
"205833195U","201620800500.8","2016.12.28","授权","授权"
"205833196U","201620800526.2","2016.12.28","授权","授权"
"205845669U","201620800528.1","2016.12.28","授权","授权"
"205833758U","201620800588.3","2016.12.28","授权","授权"
"205830614U","201620800595.3","2016.12.28","授权","授权"
"205833015U","201620800597.2","2016.12.28","授权","授权"
"205840920U","201620800637.3","2016.12.28","授权","授权"
"205838236U","201620800649.6","2016.12.28","授权","授权"
"205830627U","201620800651.3","2016.12.28","授权","授权"
"205843611U","201620800678.2","2016.12.28","授权","授权"
"205844654U","201620800686.7","2016.12.28","授权","授权"
"205844649U","201620800690.3","2016.12.28","授权","授权"
"205833949U","201620800699.4","2016.12.28","授权","授权"
"205837244U","201620800726.8","2016.12.28","授权","授权"
"205842957U","201620800736.1","2016.12.28","授权","授权"
"205844414U","201620800762.4","2016.12.28","授权","授权"
"205844492U","201620800770.9","2016.12.28","授权","授权"
"205844956U","201620800777.0","2016.12.28","授权","授权"
"205844435U","201620800786.X","2016.12.28","授权","授权"
"205846524U","201620800804.4","2016.12.28","授权","授权"
"205843950U","201620800838.3","2016.12.28","授权","授权"
"205837419U","201620800879.2","2016.12.28","授权","授权"
"205839707U","201620800880.5","2016.12.28","授权","授权"
"205837054U","201620800886.2","2016.12.28","授权","授权"
"205830860U","201620800891.3","2016.12.28","授权","授权"
"205845164U","201620800947.5","2016.12.28","授权","授权"
"205832718U","201620800972.3","2016.12.28","授权","授权"
"205839430U","201620801013.3","2016.12.28","授权","授权"
"205837781U","201620801039.8","2016.12.28","授权","授权"
"205834683U","201620801060.8","2016.12.28","授权","授权"
"205845519U","201620801065.0","2016.12.28","授权","授权"
"205837741U","201620801067.X","2016.12.28","授权","授权"
"205844130U","201620801083.9","2016.12.28","授权","授权"
"205832796U","201620801106.6","2016.12.28","授权","授权"
"205839685U","201620801149.4","2016.12.28","授权","授权"
"205840463U","201620801150.7","2016.12.28","授权","授权"
"205834370U","201620801151.1","2016.12.28","授权","授权"
"205846612U","201620801174.2","2016.12.28","授权","授权"
"205831181U","201620801175.7","2016.12.28","授权","授权"
"205831182U","201620801192.0","2016.12.28","授权","授权"
"205847472U","201620801233.6","2016.12.28","授权","授权"
"205837199U","201620801253.3","2016.12.28","授权","授权"
"205839621U","201620801254.8","2016.12.28","授权","授权"
"205836342U","201620801277.9","2016.12.28","授权","授权"
"205840727U","201620801282.X","2016.12.28","授权","授权"
"205843768U","201620801285.3","2016.12.28","授权","授权"
"205843356U","201620801291.9","2016.12.28","授权","授权"
"205837173U","201620801306.1","2016.12.28","授权","授权"
"205830407U","201620801316.5","2016.12.28","授权","授权"
"205837160U","201620801320.1","2016.12.28","授权","授权"
"205844678U","201620801363.X","2016.12.28","授权","授权"
"205844702U","201620801373.3","2016.12.28","授权","授权"
"205842917U","201620801374.8","2016.12.28","授权","授权"
"205842385U","201620801375.2","2016.12.28","授权","授权"
"205844679U","201620801392.6","2016.12.28","授权","授权"
"205844703U","201620801394.5","2016.12.28","授权","授权"
"205835993U","201620801407.9","2016.12.28","授权","授权"
"205838950U","201620801408.3","2016.12.28","授权","授权"
"205847638U","201620801415.3","2016.12.28","授权","授权"
"205843294U","201620801417.2","2016.12.28","授权","授权"
"205845483U","201620801435.0","2016.12.28","授权","授权"
"205838674U","201620801477.4","2016.12.28","授权","授权"
"205842067U","201620801479.3","2016.12.28","授权","授权"
"205843992U","201620801483.X","2016.12.28","授权","授权"
"205832977U","201620801502.9","2016.12.28","授权","授权"
"205834203U","201620801503.3","2016.12.28","授权","授权"
"205845484U","201620801518.X","2016.12.28","授权","授权"
"205831312U","201620801533.4","2016.12.28","授权","授权"
"205839623U","201620801534.9","2016.12.28","授权","授权"
"205845488U","201620801537.2","2016.12.28","授权","授权"
"205839134U","201620801541.9","2016.12.28","授权","授权"
"205836403U","201620801563.5","2016.12.28","授权","授权"
"205833396U","201620801579.6","2016.12.28","授权","授权"
"205845849U","201620801581.3","2016.12.28","授权","授权"
"205840238U","201620801598.9","2016.12.28","授权","授权"
"205836343U","201620801599.3","2016.12.28","授权","授权"
"205845848U","201620801662.3","2016.12.28","授权","授权"
"205835003U","201620801680.1","2016.12.28","授权","授权"
"205846962U","201620801692.4","2016.12.28","授权","授权"
"205845413U","201620801704.3","2016.12.28","授权","授权"
"205844643U","201620801735.9","2016.12.28","授权","授权"
"205837935U","201620801749.0","2016.12.28","授权","授权"
"205844620U","201620801764.5","2016.12.28","授权","授权"
"205847836U","201620801803.1","2016.12.28","授权","授权"
"205846092U","201620801890.0","2016.12.28","授权","授权"
"205837564U","201620801962.1","2016.12.28","授权","授权"
"205839019U","201620801977.8","2016.12.28","授权","授权"
"205832420U","201620802005.0","2016.12.28","授权","授权"
"205846103U","201620802013.5","2016.12.28","授权","授权"
"205837331U","201620802039.X","2016.12.28","授权","授权"
"205833740U","201620802047.4","2016.12.28","授权","授权"
"205843297U","201620802064.8","2016.12.28","授权","授权"
"205837774U","201620802091.5","2016.12.28","授权","授权"
"205842166U","201620802115.7","2016.12.28","授权","授权"
"205841702U","201620802121.2","2016.12.28","授权","授权"
"205834314U","201620802155.1","2016.12.28","授权","授权"
"205834324U","201620802159.X","2016.12.28","授权","授权"
"205837111U","201620802163.6","2016.12.28","授权","授权"
"205839559U","201620802164.0","2016.12.28","授权","授权"
"205847837U","201620802171.0","2016.12.28","授权","授权"
"205839944U","201620802173.X","2016.12.28","授权","授权"
"205841371U","201620802175.9","2016.12.28","授权","授权"
"205846713U","201620802177.8","2016.12.28","授权","授权"
"205834544U","201620802189.0","2016.12.28","授权","授权"
"205845612U","201620802190.3","2016.12.28","授权","授权"
"205843275U","201620802192.2","2016.12.28","授权","授权"
"205838220U","201620802194.1","2016.12.28","授权","授权"
"205847407U","201620802196.0","2016.12.28","授权","授权"
"205837726U","201620802207.5","2016.12.28","授权","授权"
"205838773U","201620802208.X","2016.12.28","授权","授权"
"205836981U","201620802224.9","2016.12.28","授权","授权"
"205833869U","201620802236.1","2016.12.28","授权","授权"
"205833870U","201620802241.2","2016.12.28","授权","授权"
"205842470U","201620802242.7","2016.12.28","授权","授权"
"205834336U","201620802243.1","2016.12.28","授权","授权"
"205833871U","201620802276.6","2016.12.28","授权","授权"
"205847399U","201620802282.1","2016.12.28","授权","授权"
"205837820U","201620802300.6","2016.12.28","授权","授权"
"205837098U","201620802315.2","2016.12.28","授权","授权"
"205841846U","201620802319.0","2016.12.28","授权","授权"
"205841207U","201620802353.8","2016.12.28","授权","授权"
"205835403U","201620802412.1","2016.12.28","授权","授权"
"205838198U","201620802445.6","2016.12.28","授权","授权"
"205841270U","201620802454.5","2016.12.28","授权","授权"
"205835397U","201620802492.0","2016.12.28","授权","授权"
"205835328U","201620802494.X","2016.12.28","授权","授权"
"205837332U","201620802505.4","2016.12.28","授权","授权"
"205836034U","201620802523.2","2016.12.28","授权","授权"
"205847120U","201620802542.5","2016.12.28","授权","授权"
"205840746U","201620802564.1","2016.12.28","授权","授权"
"205836570U","201620802567.5","2016.12.28","授权","授权"
"205835102U","201620802576.4","2016.12.28","授权","授权"
"205844339U","201620802592.3","2016.12.28","授权","授权"
"205839681U","201620802634.3","2016.12.28","授权","授权"
"205846188U","201620802646.6","2016.12.28","授权","授权"
"205846183U","201620802650.2","2016.12.28","授权","授权"
"205844734U","201620802666.3","2016.12.28","授权","授权"
"205832442U","201620802676.7","2016.12.28","授权","授权"
"205843836U","201620802699.8","2016.12.28","授权","授权"
"205844484U","201620802750.5","2016.12.28","授权","授权"
"205834151U","201620802752.4","2016.12.28","授权","授权"
"205841019U","201620802765.1","2016.12.28","授权","授权"
"205841669U","201620802776.X","2016.12.28","授权","授权"
"205839560U","201620802780.6","2016.12.28","授权","授权"
"205837962U","201620802797.1","2016.12.28","授权","授权"
"205845175U","201620802820.7","2016.12.28","授权","授权"
"205844644U","201620802839.1","2016.12.28","授权","授权"
"205844735U","201620802856.5","2016.12.28","授权","授权"
"205842040U","201620802857.X","2016.12.28","授权","授权"
"205843470U","201620802865.4","2016.12.28","授权","授权"
"205845146U","201620802871.X","2016.12.28","授权","授权"
"205835424U","201620802882.8","2016.12.28","授权","授权"
"205836254U","201620802900.2","2016.12.28","授权","授权"
"205834109U","201620802907.4","2016.12.28","授权","授权"
"205831159U","201620802909.3","2016.12.28","授权","授权"
"205842700U","201620802929.0","2016.12.28","授权","授权"
"205835648U","201620802961.9","2016.12.28","授权","授权"
"205844561U","201620802964.2","2016.12.28","授权","授权"
"205844562U","201620802965.7","2016.12.28","授权","授权"
"205830648U","201620802966.1","2016.12.28","授权","授权"
"205832671U","201620803007.1","2016.12.28","授权","授权"
"205845485U","201620803009.0","2016.12.28","授权","授权"
"205841676U","201620803010.3","2016.12.28","授权","授权"
"205847849U","201620803012.2","2016.12.28","授权","授权"
"205841840U","201620803027.9","2016.12.28","授权","授权"
"205832908U","201620803028.3","2016.12.28","授权","授权"
"205836151U","201620803037.2","2016.12.28","授权","授权"
"205842258U","201620803039.1","2016.12.28","授权","授权"
"205844563U","201620803040.4","2016.12.28","授权","授权"
"205844564U","201620803047.6","2016.12.28","授权","授权"
"205839850U","201620803048.0","2016.12.28","授权","授权"
"205844565U","201620803049.5","2016.12.28","授权","授权"
"205842528U","201620803050.8","2016.12.28","授权","授权"
"205844566U","201620803063.5","2016.12.28","授权","授权"
"205844680U","201620803064.X","2016.12.28","授权","授权"
"205842529U","201620803065.4","2016.12.28","授权","授权"
"205845295U","201620803071.X","2016.12.28","授权","授权"
"205843748U","201620803077.7","2016.12.28","授权","授权"
"205835444U","201620803092.1","2016.12.28","授权","授权"
"205847200U","201620803107.4","2016.12.28","授权","授权"
"205835004U","201620803136.0","2016.12.28","授权","授权"
"205842439U","201620803140.7","2016.12.28","授权","授权"
"205845447U","201620803154.9","2016.12.28","授权","授权"
"205846872U","201620803172.7","2016.12.28","授权","授权"
"205834473U","201620803187.3","2016.12.28","授权","授权"
"205840927U","201620803188.8","2016.12.28","授权","授权"
"205844215U","201620803191.X","2016.12.28","授权","授权"
"205836231U","201620803194.3","2016.12.28","授权","授权"
"205842179U","201620803200.5","2016.12.28","授权","授权"
"205830769U","201620803208.1","2016.12.28","授权","授权"
"205833272U","201620803210.9","2016.12.28","授权","授权"
"205838189U","201620803212.8","2016.12.28","授权","授权"
"205837867U","201620803213.2","2016.12.28","授权","授权"
"205845600U","201620803219.X","2016.12.28","授权","授权"
"205842440U","201620803226.X","2016.12.28","授权","授权"
"205839079U","201620803242.9","2016.12.28","授权","授权"
"205838185U","201620803244.8","2016.12.28","授权","授权"
"205830954U","201620803265.X","2016.12.28","授权","授权"
"205844294U","201620803268.3","2016.12.28","授权","授权"
"205840651U","201620803274.9","2016.12.28","授权","授权"
"205835672U","201620803276.8","2016.12.28","授权","授权"
"205842441U","201620803279.1","2016.12.28","授权","授权"
"205840589U","201620803280.4","2016.12.28","授权","授权"
"205832984U","201620803286.1","2016.12.28","授权","授权"
"205834640U","201620803318.8","2016.12.28","授权","授权"
"205842726U","201620803323.9","2016.12.28","授权","授权"
"205835103U","201620803327.7","2016.12.28","授权","授权"
"205838312U","201620803365.2","2016.12.28","授权","授权"
"205844704U","201620803378.X","2016.12.28","授权","授权"
"205844705U","201620803380.7","2016.12.28","授权","授权"
"205835639U","201620803396.8","2016.12.28","授权","授权"
"205840763U","201620803425.0","2016.12.28","授权","授权"
"205846603U","201620803427.X","2016.12.28","授权","授权"
"205844706U","201620803437.3","2016.12.28","授权","授权"
"205844567U","201620803438.8","2016.12.28","授权","授权"
"205844568U","201620803439.2","2016.12.28","授权","授权"
"205840700U","201620803468.9","2016.12.28","授权","授权"
"205843031U","201620803488.6","2016.12.28","授权","授权"
"205838807U","201620803489.0","2016.12.28","授权","授权"
"205841432U","201620803547.X","2016.12.28","授权","授权"
"205845606U","201620803587.4","2016.12.28","授权","授权"
"205835730U","201620803594.4","2016.12.28","授权","授权"
"205844020U","201620803596.3","2016.12.28","授权","授权"
"205843559U","201620803600.6","2016.12.28","授权","授权"
"205847373U","201620803602.5","2016.12.28","授权","授权"
